,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_smote__sampling_strategy,param_xgb__learning_rate,param_xgb__max_depth,param_xgb__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
68,0.972255277633667,0.019066703606286543,0.007693195343017578,0.0011057364163865842,auto,0.3,5,200,"{'smote__sampling_strategy': 'auto', 'xgb__learning_rate': 0.3, 'xgb__max_depth': 5, 'xgb__n_estimators': 200}",0.5294117647058824,0.48,0.3561643835616438,0.45569620253164556,0.5569620253164557,0.4756468752231255,0.06956416006191049,34
69,0.8272103309631348,0.014515304460634787,0.007105398178100586,0.0006048450589693875,auto,0.3,10,50,"{'smote__sampling_strategy': 'auto', 'xgb__learning_rate': 0.3, 'xgb__max_depth': 10, 'xgb__n_estimators': 50}",0.5294117647058824,0.49382716049382713,0.43037974683544306,0.40860215053763443,0.5238095238095238,0.47720606927646214,0.04913813065759516,30
70,1.1619788646697997,0.04544210073191074,0.00836801528930664,0.0009675537427690057,auto,0.3,10,100,"{'smote__sampling_strategy': 'auto', 'xgb__learning_rate': 0.3, 'xgb__max_depth': 10, 'xgb__n_estimators': 100}",0.5538461538461539,0.5,0.4266666666666667,0.4,0.5238095238095238,0.4808644688644689,0.05833221533019867,23
71,1.3493967533111573,0.030697863369615098,0.007598733901977539,0.0013935332879629317,auto,0.3,10,200,"{'smote__sampling_strategy': 'auto', 'xgb__learning_rate': 0.3, 'xgb__max_depth': 10, 'xgb__n_estimators': 200}",0.5625,0.4935064935064935,0.4383561643835616,0.4,0.5301204819277109,0.48489662796355315,0.05918625227751564,13
72,0.22273764610290528,0.006300545978751,0.0064696788787841795,0.0011575529023724073,auto,0.5,3,50,"{'smote__sampling_strategy': 'auto', 'xgb__learning_rate': 0.5, 'xgb__max_depth': 3, 'xgb__n_estimators': 50}",0.4473684210526316,0.43010752688172044,0.3695652173913043,0.3956043956043956,0.47191011235955055,0.4229111346579205,0.03644802222724983,78
73,0.40723838806152346,0.008046859091627103,0.006129932403564453,0.002099775891039172,auto,0.5,3,100,"{'smote__sampling_strategy': 'auto', 'xgb__learning_rate': 0.5, 'xgb__max_depth': 3, 'xgb__n_estimators': 100}",0.4507042253521127,0.4,0.37142857142857144,0.43373493975903615,0.5066666666666667,0.4325068806412774,0.04608596856389671,73
74,0.7333673954010009,0.0063374365697798475,0.00753173828125,0.0008247386102422541,auto,0.5,3,200,"{'smote__sampling_strategy': 'auto', 'xgb__learning_rate': 0.5, 'xgb__max_depth': 3, 'xgb__n_estimators': 200}",0.48484848484848486,0.4383561643835616,0.39436619718309857,0.4155844155844156,0.4358974358974359,0.43381053957939936,0.03005973200595691,67
75,0.3740896701812744,0.012994423990475436,0.005933904647827148,0.001318931334792726,auto,0.5,5,50,"{'smote__sampling_strategy': 'auto', 'xgb__learning_rate': 0.5, 'xgb__max_depth': 5, 'xgb__n_estimators': 50}",0.45454545454545453,0.48,0.45569620253164556,0.38961038961038963,0.4634146341463415,0.4486533361667663,0.03088979707021963,57
76,0.5545407295227051,0.01141415891059723,0.006855201721191406,0.002188370155653233,auto,0.5,5,100,"{'smote__sampling_strategy': 'auto', 'xgb__learning_rate': 0.5, 'xgb__max_depth': 5, 'xgb__n_estimators': 100}",0.47619047619047616,0.4533333333333333,0.4533333333333333,0.39473684210526316,0.4810126582278481,0.45172132863805076,0.030689248914762254,52
77,0.8379674911499023,0.011448166659798246,0.008133935928344726,0.0012845254259452414,auto,0.5,5,200,"{'smote__sampling_strategy': 'auto', 'xgb__learning_rate': 0.5, 'xgb__max_depth': 5, 'xgb__n_estimators': 200}",0.4444444444444444,0.4383561643835616,0.4266666666666667,0.41025641025641024,0.4691358024691358,0.4377718976440438,0.019539636514243498,63
78,0.6692268371582031,0.019074245187087717,0.0050541400909423825,0.0013393055705733226,auto,0.5,10,50,"{'smote__sampling_strategy': 'auto', 'xgb__learning_rate': 0.5, 'xgb__max_depth': 10, 'xgb__n_estimators': 50}",0.5588235294117647,0.5057471264367817,0.42857142857142855,0.449438202247191,0.5384615384615384,0.49620836502574084,0.050118221726230226,3
79,0.835876178741455,0.04070507420480225,0.007904434204101562,0.0012853209734731731,auto,0.5,10,100,"{'smote__sampling_strategy': 'auto', 'xgb__learning_rate': 0.5, 'xgb__max_depth': 10, 'xgb__n_estimators': 100}",0.5373134328358209,0.5227272727272727,0.3950617283950617,0.4418604651162791,0.5555555555555556,0.490503690925998,0.06154118601795371,7
80,1.0627222061157227,0.027519171831790333,0.008242368698120117,0.0017245333694251403,auto,0.5,10,200,"{'smote__sampling_strategy': 'auto', 'xgb__learning_rate': 0.5, 'xgb__max_depth': 10, 'xgb__n_estimators': 200}",0.5373134328358209,0.5287356321839081,0.3950617283950617,0.41379310344827586,0.5333333333333333,0.48164744603928,0.06338569020562772,20
